,Accessibility_Support,CreationDate,EditDate,GlobalID,Instructions,OBJECTID,Outside_FID,Same_Day_Results,State,Wheelchair_Accessible,agency,agencytype,agencyurl,appt_only,bulk_upload,call_first,comments,county,data_source,drive_through,end_date,facility_type,facilityid,filter,fine_print,fulladdr,health_dept_url,minimum_age_vaccine,municipality,name,numvehicles,offers_vaccine,operhours,phone,public_form,red_flag,referral_required,services_offered_onsite,start_date,status,take_home_test,test_processing,testcapacity,type_of_test,vaccine_url,vehicle_required,virtual_screening,vol_note
122,Unknown,2020-04-27T23:02:11.776Z,2021-02-03T03:01:57.396Z,2150490b-1fa9-4189-9f01-687bceb718c7,"If a person is experiencing symptoms of fever, cough, or shortness of breath they should call the nurse triage hotline at (309) 836-1715. Patients should be 18 years or older and MUST be pre-registered to access the drive-thru service. Patients that have not called the MDH nurse triage hotline or their primary care provider will be asked to call the hotline to pre-register. All testing requires an order by a physician or nurse practitioner. We ask for no more than two occupants per vehicle.",5200.0,,,IL,Unknown,McDonough District Hospital,Private,https://www.mdh.org/patients_and_visitors/covid-19_updates.aspx,Yes,,Yes,,McDonough,https://www.mdh.org/Articles/mdh_announces_coronavirus_nurse_triage_hotline_and_a_drive-thru_screening_station.aspx,Yes,1970-01-01T00:00:00Z,Hospital,,,,"525 E Grant St, Macomb, IL 61455",http://www.mchdept.com/index.php/covid-19-2/,,Macomb,McDonough District Hospital,,Yes,M-S 8AM-8PM,3098361715,no,no,Yes,testing only,2020-03-25T05:00:00Z,Open,No,lab,,molecular,https://covidvaccination.dph.illinois.gov/,,Available,
123,Unknown,2020-04-28T15:41:30.446Z,2021-02-06T01:21:07.628Z,338078a9-1a61-4b33-8622-b0e952741a69,"Pre-Registration is strongly encouraged at this test site.
Register at covid19.dph.ga.gov. Select the ""Fulton County -
North Point Parkway"" location. Onsite registration is available.",5235.0,,No,GA,NA,Fulton County Health,County,http://fultoncountyboh.org/boh/index.php/388-covid-19-testing-sites,Yes,,Yes,"Testing site locations, dates, and/or times are subject to change. Please
check https://www.coreresponse.org/covid19-atlanta the day-of testing
to confirm testing site information. The lines at testing sites may be
closed early or intermittently due to reaching space or testing capacity",Fulton,Alpharetta Emergency Management Coordinator,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,"4700 North Point Pkwy Alpharetta, GA 30022",http://fultoncountyboh.org/boh/,,Alpharetta,Health Services Building Testing Facility,,Yes,Monday through Friday 10:30 a.m. to 6 p.m.  Saturday from 9 a.m. to 12 p.m.,404-613-8150,no,no,No,testing only,2020-04-28T04:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/fulton-county-board-health-covid-vaccine-site-3,Yes,No,
124,Unknown,2020-04-29T15:44:24.265Z,2021-01-30T01:58:35.488Z,e49d509f-8dc1-4042-8b04-9733e2660957,Call first.,5351.0,,,CO,Unknown,Kaiser Permanente,Private,https://healthy.kaiserpermanente.org/colorado-denver-boulder-mountain-northern/facilities/Rock-Creek-Medical-Offices-100516,Yes,,Yes,Testing is available to Kaiser members only. They are using CDC and public health agency testing criteria.,Boulder,https://healthy.kaiserpermanente.org/colorado-denver-boulder-mountain-northern/health-wellness/coronavirus-information,No,1970-01-01T00:00:00Z,Clinic,,,,"280 Exempla Cir Lafayette, CO 80026",https://www.bouldercounty.org/departments/public-health/,,Layfayette,Kaiser Permanente Rock Creek Medical Offices,,Yes,"Monday through Friday, 7 a.m. to 7 p.m. Saturday, 8 a.m. to noon",303-338-4545,no,no,Yes,screening and testing,1970-01-01T00:00:00Z,Testing Restricted,No,not specified,,molecular,https://healthy.kaiserpermanente.org/colorado/health-wellness/coronavirus-information/covid-vaccine?kp_shortcut_referrer=kp.org/covidvaccine,,Available,
125,Unknown,2020-05-01T14:12:19.992Z,2021-02-06T01:27:41.873Z,986cff86-42db-4a29-80e7-60f37fe51c30,"Public health is providing FREE COVID-19 tesing. For screening for testing through North Central Health District, you must get an appointmet by contacting our COVID-19 testing number 1-844-987-0099. Sites do not accept walk-ins/drive-ups – appointments are required.",5757.0,,No,GA,Unknown,DPH,State,https://northcentralhealthdistrict.org/north-central-health-district-providing-covid-19-test-at-all-13-district-county-health-departments/,Yes,,Yes,,Hancock,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,"516 Boland Street, Sparta, GA",https://northcentralhealthdistrict.org/hancock-county-health-department/,,Sparta,Hancock County Health Department,,Yes,Tuesday 9 am to 11 am,1-844-987-0099,no,no,No,testing only,2020-05-03T04:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/hancock-county-health-department-covid-vaccine,,No,Updated 12/16/20
126,Unknown,2020-05-02T12:39:21.448Z,2021-01-30T01:58:35.488Z,fd8ea26d-ddef-4e5e-af6e-3f6e735ae9d9,,6034.0,,,CO,Unknown,,,http://melissamemorial.org/covid-19.html,Yes,,,,Phillips,"4/30/2020, Source: Colorado Department of Public Health and Environment",,1970-01-01T00:00:00Z,Hospital,,,,"1001 E Johnson St, Holyoke, CO 80734",https://covid19.colorado.gov/,,Holyoke,Melissa Memorial Hospital,,Yes,Monday - Friday 9:00 am- 6:00 pm,(970) 854-2241,no,no,,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,http://melissamemorial.org/,,,
127,Unknown,2020-05-02T12:45:00.231Z,2021-01-30T01:58:35.488Z,4464a0f0-861e-47e4-97c4-caf06bf10483,,6035.0,,,CO,Unknown,,,https://www.wrayhospital.org/covid19,Yes,,,,Yuma,"4/30/2020, Source: Colorado Department of Public Health and Environment",,1970-01-01T00:00:00Z,Hospital,,,,"1017 W 7th St, Wray, CO",https://covid19.colorado.gov/,,Wray,Wray Community District Hospital,,Yes,Monday - Saturday 9:00 am - 12:00 pm,(970) 332-4811,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,not specified,,molecular,http://wrayhospital.org,,,
128,Unknown,2020-05-02T12:49:39.153Z,2021-01-30T01:58:35.488Z,303d271c-4f73-40c3-9b3a-ccdd6c359dbc,You must pass the criteria provided by the CDC in order to be tested. Please note that you must call our triage line at 719-589-3658 ext. 9 before coming into the clinic for a COVID-19 test.,6036.0,,,CO,Unknown,Vall Wide Helath System,FQHC,https://vwhs.org/news/vwhs-coronavirus-updates/,Yes,,Yes,Testing available for symptomatic general public.,Crowley,"4/30/2020, Source: Colorado Department of Public Health and Environment",,1970-01-01T00:00:00Z,Clinic,,,,"319 Main St, Ordway, CO 81063,",https://vwhs.org/news/vwhs-coronavirus-updates/,,,Centennial Family Health Center,,Yes,Thursdays 8 a.m. to 12 p.m.,719-267-3503,no,no,,testing only,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,https://vwhs.org/for-patients/coronavirus-updates/,,,I added some updates to this from the CDPHE batch upload. Let me know if you have any questions - Amanda Drinkad
129,Unknown,2020-05-02T12:56:06.691Z,2021-01-30T01:58:35.488Z,72885bdd-a44b-4e2f-8aa4-17113ad9ff9d,ou must pass the criteria provided by the CDC in order to be tested. Please note that you must call our triage line at 719-589-3658 ext. 9 before coming into the clinic for a COVID-19 test.,6038.0,,,CO,Unknown,Valley WIde Health System,Federal,https://vwhs.org/,Yes,,Yes,Testing available for symptomatic general public.,Otero,"4/30/2020, Source: Colorado Department of Public Health and Environment",,1970-01-01T00:00:00Z,Clinic,,,,"1012 Belmont, La Junta, CO 81050",https://covid19.colorado.gov/,,La Junta,La junta Clinic,,Yes,"Monday - Friday 8 a.m. to 6 p.m., Saturday & Sunday: 8 a.m. to 4 p.m.",719-383-5500,no,no,,screening and testing,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,https://vwhs.org/for-patients/coronavirus-updates/,,,I added to this site from the CDPHE batch update on 5/2/2020- Please let me know if you have any questions- Amanda Drinkard
130,Unknown,2020-05-02T18:38:47.435Z,2021-01-30T01:58:35.488Z,218d6f43-adf1-4e51-a849-bec99aa3a79f,,6058.0,,No,CO,Unknown,,,http://www.deltacounty.com,Yes,1,,3 days per week from 2:00 - 4:00 P.M,Delta,Colorado Department of Public Health and Environment,,1970-01-01T00:00:00Z,,,,,255 W 6th St.,https://covid19.colorado.gov/,,Delta,Delta County Health Department,,Yes,,970-874-2183,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,https://www.deltacounty.com/708/COVID-19-Vaccine,,,symptomatic general public
131,Unknown,2020-05-02T18:38:48.073Z,2021-01-30T02:06:08.325Z,d9a1d5d3-583b-456b-8db9-14683b703990,,6059.0,,,CO,Unknown,,,https://www.fremontco.com/public-health/public-health-and-environment,Yes,1,,Mondays/Wednesdays 9:00 am - 4:00 pm,Fremont,Colorado Department of Public Health and Environment,,1970-01-01T00:00:00Z,,,,,201 N 6th St.,https://covid19.colorado.gov/,,Canon City,Fremont County Department of Public Health & Environment,,Yes,,719-276-7450,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.facebook.com/FCDPHE/,,,"testing symptomatic (healthcare workers, first responders, critical infrastructure workers, person>60 years of age, immunocompromised) or persons with severe symptoms"
132,Unknown,2020-05-02T18:38:48.676Z,2021-01-30T02:06:08.325Z,0f9f32c1-6145-4d25-b0eb-ad750769e7de,,6061.0,,,CO,Unknown,,,http://www.silverthreadpublichealth.org/covid-19/,Yes,1,,Tuesday/Thursday 10:00 am 3:00 pm,Mineral,Colorado Department of Public Health and Environment,,1970-01-01T00:00:00Z,,,,,802 Rio Grande Ave,https://covid19.colorado.gov/,,Creede,Mineral County Public Health,,Yes,,719-658-2416,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.facebook.com/Silver-Thread-Public-Health-District-293817237346624/,,,symptomatic general public
133,Unknown,2020-05-02T18:38:50.135Z,2021-01-30T02:06:08.325Z,105f194c-1605-4001-95be-baf685c25881,,6066.0,,,CO,Unknown,,,http://sanjuancounty.org/,Yes,1,,"5 days a week, 9-11am",San Juan,Colorado Department of Public Health and Environment,,1970-01-01T00:00:00Z,,,,,1315 Snowden St.,https://covid19.colorado.gov/,,Silverton,San Juan County Public Health,,Yes,,970-387-0242,no,no,Yes,testing only,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.facebook.com/sjcph,,,symptomatic general public
134,Unknown,2020-05-02T18:38:50.353Z,2021-01-30T02:16:35.495Z,44f99d2e-abd4-410c-8c79-1a6ec9f6ebed,,6067.0,,,CO,Unknown,,,http://oem.custercountygov.com/ph.htm,Yes,1,,,Custer,Colorado Department of Public Health and Environment,,1970-01-01T00:00:00Z,,,,,"10 Hermit Ln, #5",https://covid19.colorado.gov/,,Sliver Cliff,Custer County Public Health Agency,,Yes,,719-458-9211,no,no,No,screening and testing,1970-01-01T00:00:00Z,Open,No,lab,,molecular,https://www.facebook.com/CusterCountyEmergencyManagement/posts/3667499853370525,,,"certain populations, symptomatic"
135,Unknown,2020-05-02T18:54:22.046Z,2021-02-06T01:35:58.514Z,7c73721e-f351-4e3a-8a7a-594889b78e50,"Public health is providing FREE COVID-19 tesing. For screening for testing through North Central Health District, you must get an appointmet by contacting our COVID-19 testing number 1-844-987-0099. Sites do not accept walk-ins/drive-ups – appointments are required.",6072.0,,No,GA,Unknown,,State,https://northcentralhealthdistrict.org/north-central-health-district-providing-covid-19-test-at-all-13-district-county-health-departments/,Yes,,Yes,,Houston,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,"98 Cohen Walker Drive Warner Robins, GA 31088",https://northcentralhealthdistrict.org/houston-county-health-department/,,Warner Robins,Houston County Health Department,,Yes,"Monday, Wednesday, Friday 8 am to Noon",1-844-987-0099,no,no,No,testing only,1970-01-01T00:00:00Z,Open,No,offsite lab,,molecular,,,No,updated 12/16/20
136,Unknown,2020-05-02T19:04:58.244Z,2021-02-06T01:54:11.250Z,6fc8d6d2-6259-4789-812f-23a80a432e1f,"Public health is providing FREE COVID-19 tesing. For screening for testing through North Central Health District, you must get an appointmet by contacting our COVID-19 testing number 1-844-987-0099. Sites do not accept walk-ins/drive-ups – appointments are required.",6073.0,,No,GA,Unknown,DPH,State,https://northcentralhealthdistrict.org/north-central-health-district-providing-covid-19-test-at-all-13-district-county-health-departments/,Yes,,Yes,,Twiggs,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,"26 Main Street Jeffersonville, GA 31044",https://northcentralhealthdistrict.org/twiggs-county-health-department/,,Jeffersonville,Twiggs County Health Department,,Yes,Thursday 9 am to 11 am,1-844-987-0099,no,no,No,testing only,2020-05-03T04:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/twiggs-county-health-department-covid-vaccine,,No,Updated 12/16/20
137,Unknown,2020-05-02T19:13:54.308Z,2021-02-06T00:59:17.012Z,4320d1e7-c5de-4d94-9220-8730743b87fc,"Public health is providing FREE COVID-19 tesing. For screening for testing through North Central Health District, you must get an appointmet by contacting our COVID-19 testing number 1-844-987-0099. Sites do not accept walk-ins/drive-ups – appointments are required.",6074.0,,No,GA,Unknown,,State,https://northcentralhealthdistrict.org/north-central-health-district-providing-covid-19-test-at-all-13-district-county-health-departments/,Yes,,Yes,,Bibb,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,"171 Emery Highway Macon, GA 31217",https://northcentralhealthdistrict.org/macon-bibb-county-health-department/,,Macon,Macon - Bibb County Health Department,,Yes,Tuesday & Thursday 8 am to Noon,1-844-987-0099,no,no,No,testing only,2020-05-03T04:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/bibb-county-health-department-covid-vaccine,,No,Updated 12/16/2020
138,Unknown,2020-05-02T19:19:11.182Z,2021-02-06T01:13:26.161Z,4343a293-35a4-4415-90f4-fe886c8baf9f,"Public health is providing FREE COVID-19 tesing. For screening for testing through North Central Health District, you must get an appointmet by contacting our COVID-19 testing number 1-844-987-0099. Sites do not accept walk-ins/drive-ups – appointments are required.",6075.0,,No,GA,Unknown,,State,https://northcentralhealthdistrict.org/north-central-health-district-providing-covid-19-test-at-all-13-district-county-health-departments/,Yes,,Yes,,Crawford,Georgia Department of Pubic Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,141 McCrary Avenue,https://northcentralhealthdistrict.org/crawford-county-health-department/,,Roberta,Crawford County Health Department,,Yes,Thursday 9 am- 11 am,1-844-987-0099,no,no,No,testing only,2020-05-03T04:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/crawford-county-health-department-covid-vaccine,,No,updated 12/16/20
139,Unknown,2020-05-02T19:24:18.540Z,2021-02-06T01:35:58.514Z,9090a06d-2e2e-4326-a400-1f3f26432b0b,"Public health is providing FREE COVID-19 tesing. For screening for testing through North Central Health District, you must get an appointmet by contacting our COVID-19 testing number 1-844-987-0099. Sites do not accept walk-ins/drive-ups – appointments are required.",6076.0,,No,GA,Unknown,DPH,State,https://northcentralhealthdistrict.org/north-central-health-district-providing-covid-19-test-at-all-13-district-county-health-departments/,Yes,,Yes,,Jasper,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,"825 Eatonton Street, Monticello, GA 31064",https://northcentralhealthdistrict.org/jasper-county-health-department/,,Monticello,Jasper County Health Department,,Yes,Friday 9 am to 11 am,1-844-987-0099,no,no,No,testing only,2020-05-03T04:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/jasper-county-health-department-covid-vaccine,,No,updated 12/16/2020
140,Unknown,2020-05-02T19:28:25.004Z,2021-02-06T01:35:58.514Z,74e24f70-e360-49e3-b842-8bd0f6df309a,"Public health is providing FREE COVID-19 tesing. For screening for testing through North Central Health District, you must get an appointmet by contacting our COVID-19 testing number 1-844-987-0099. Sites do not accept walk-ins/drive-ups – appointments are required.",6077.0,,No,GA,Unknown,DPH,State,https://northcentralhealthdistrict.org/north-central-health-district-providing-covid-19-test-at-all-13-district-county-health-departments/,Yes,,Yes,,Jones,Georgia Department of Public Health,Yes,1970-01-01T00:00:00Z,Public Health Department,,,,"114 Forest Street Gray, GA 31032",https://northcentralhealthdistrict.org/jones-county-health-department/,,Gray,Jones County Health Department,,Yes,Tuesday 8 am to Noon,1-844-987-0099,no,no,No,testing only,2020-05-03T04:00:00Z,Open,No,offsite lab,,molecular,https://dph.georgia.gov/locations/jones-county-health-department-covid-vaccine,,No,Updated 12/16/2020
